,AverageReturnEvalPolicy,OriginalEnvironmentSteps,NumberOfEpisodes
189,983.5999755859375,1890000,1890
190,965.5999755859375,1900000,1900
191,958.9000244140625,1910000,1910
192,0.0,1920000,1920
193,172.5,1930000,1930
194,643.4000244140625,1940000,1940
195,513.9000244140625,1950000,1950
196,425.5,1960000,1960
197,559.2000122070312,1970000,1970
198,917.4000244140625,1980000,1980
199,939.5999755859375,1990000,1990
200,935.7999877929688,2000000,2000
